simulation,total_profit,total_losses,net_value,defaults,increases_granted,customer_id,risk_category
90,80.0,2352.0,-2272.0,1,3,5024,Prime
91,80.0,0.0,80.0,0,2,5024,Prime
92,80.0,2352.0,-2272.0,1,3,5024,Prime
93,80.0,0.0,80.0,0,2,5024,Prime
94,120.0,0.0,120.0,0,3,5024,Prime
95,80.0,0.0,80.0,0,2,5024,Prime
96,80.0,0.0,80.0,0,2,5024,Prime
97,80.0,0.0,80.0,0,2,5024,Prime
98,120.0,0.0,120.0,0,3,5024,Prime
99,120.0,0.0,120.0,0,3,5024,Prime
0,80.0,2306.0,-2226.0,1,3,29775,Sub-Prime
1,40.0,0.0,40.0,0,1,29775,Sub-Prime
2,120.0,0.0,120.0,0,3,29775,Sub-Prime
3,40.0,2306.0,-2266.0,1,2,29775,Sub-Prime
4,80.0,0.0,80.0,0,2,29775,Sub-Prime
5,0.0,2306.0,-2306.0,1,1,29775,Sub-Prime
6,0.0,2306.0,-2306.0,1,1,29775,Sub-Prime
7,0.0,0.0,0.0,0,0,29775,Sub-Prime
8,0.0,0.0,0.0,0,0,29775,Sub-Prime
9,80.0,2306.0,-2226.0,1,3,29775,Sub-Prime
10,0.0,2306.0,-2306.0,1,1,29775,Sub-Prime
11,80.0,0.0,80.0,0,2,29775,Sub-Prime
12,120.0,2306.0,-2186.0,1,4,29775,Sub-Prime
13,0.0,4612.0,-4612.0,2,2,29775,Sub-Prime
14,120.0,0.0,120.0,0,3,29775,Sub-Prime
15,120.0,0.0,120.0,0,3,29775,Sub-Prime
16,120.0,0.0,120.0,0,3,29775,Sub-Prime
17,40.0,0.0,40.0,0,1,29775,Sub-Prime
18,80.0,2306.0,-2226.0,1,3,29775,Sub-Prime
19,80.0,2306.0,-2226.0,1,3,29775,Sub-Prime
20,80.0,2306.0,-2226.0,1,3,29775,Sub-Prime
21,120.0,0.0,120.0,0,3,29775,Sub-Prime
22,120.0,2306.0,-2186.0,1,4,29775,Sub-Prime
23,40.0,6918.0,-6878.0,3,4,29775,Sub-Prime
24,120.0,2306.0,-2186.0,1,4,29775,Sub-Prime
25,120.0,0.0,120.0,0,3,29775,Sub-Prime
26,40.0,2306.0,-2266.0,1,2,29775,Sub-Prime
27,80.0,0.0,80.0,0,2,29775,Sub-Prime
28,40.0,0.0,40.0,0,1,29775,Sub-Prime
29,160.0,0.0,160.0,0,4,29775,Sub-Prime
30,40.0,0.0,40.0,0,1,29775,Sub-Prime
31,40.0,2306.0,-2266.0,1,2,29775,Sub-Prime
32,80.0,0.0,80.0,0,2,29775,Sub-Prime
33,40.0,2306.0,-2266.0,1,2,29775,Sub-Prime
34,120.0,2306.0,-2186.0,1,4,29775,Sub-Prime
35,120.0,0.0,120.0,0,3,29775,Sub-Prime
36,120.0,0.0,120.0,0,3,29775,Sub-Prime
37,80.0,0.0,80.0,0,2,29775,Sub-Prime
38,160.0,0.0,160.0,0,4,29775,Sub-Prime
39,120.0,0.0,120.0,0,3,29775,Sub-Prime
40,40.0,4612.0,-4572.0,2,3,29775,Sub-Prime
41,120.0,0.0,120.0,0,3,29775,Sub-Prime
42,120.0,0.0,120.0,0,3,29775,Sub-Prime
43,80.0,2306.0,-2226.0,1,3,29775,Sub-Prime
44,0.0,2306.0,-2306.0,1,1,29775,Sub-Prime
45,120.0,0.0,120.0,0,3,29775,Sub-Prime
46,80.0,2306.0,-2226.0,1,3,29775,Sub-Prime
47,80.0,0.0,80.0,0,2,29775,Sub-Prime
48,40.0,2306.0,-2266.0,1,2,29775,Sub-Prime
49,0.0,4612.0,-4612.0,2,2,29775,Sub-Prime
50,0.0,0.0,0.0,0,0,29775,Sub-Prime
51,0.0,2306.0,-2306.0,1,1,29775,Sub-Prime
52,80.0,0.0,80.0,0,2,29775,Sub-Prime
53,40.0,2306.0,-2266.0,1,2,29775,Sub-Prime
54,0.0,0.0,0.0,0,0,29775,Sub-Prime
55,80.0,0.0,80.0,0,2,29775,Sub-Prime
56,80.0,2306.0,-2226.0,1,3,29775,Sub-Prime
57,80.0,0.0,80.0,0,2,29775,Sub-Prime
58,80.0,0.0,80.0,0,2,29775,Sub-Prime
59,160.0,0.0,160.0,0,4,29775,Sub-Prime
60,120.0,0.0,120.0,0,3,29775,Sub-Prime
61,40.0,2306.0,-2266.0,1,2,29775,Sub-Prime
62,80.0,0.0,80.0,0,2,29775,Sub-Prime
63,80.0,0.0,80.0,0,2,29775,Sub-Prime
64,80.0,2306.0,-2226.0,1,3,29775,Sub-Prime
65,160.0,0.0,160.0,0,4,29775,Sub-Prime
66,120.0,0.0,120.0,0,3,29775,Sub-Prime
67,160.0,0.0,160.0,0,4,29775,Sub-Prime
68,80.0,0.0,80.0,0,2,29775,Sub-Prime
69,160.0,0.0,160.0,0,4,29775,Sub-Prime
70,40.0,0.0,40.0,0,1,29775,Sub-Prime
71,80.0,0.0,80.0,0,2,29775,Sub-Prime
72,120.0,0.0,120.0,0,3,29775,Sub-Prime
73,120.0,0.0,120.0,0,3,29775,Sub-Prime
74,80.0,0.0,80.0,0,2,29775,Sub-Prime
75,120.0,0.0,120.0,0,3,29775,Sub-Prime
76,40.0,0.0,40.0,0,1,29775,Sub-Prime
77,80.0,2306.0,-2226.0,1,3,29775,Sub-Prime
78,80.0,0.0,80.0,0,2,29775,Sub-Prime
79,80.0,0.0,80.0,0,2,29775,Sub-Prime
80,40.0,2306.0,-2266.0,1,2,29775,Sub-Prime
81,80.0,0.0,80.0,0,2,29775,Sub-Prime
82,120.0,2306.0,-2186.0,1,4,29775,Sub-Prime
83,120.0,0.0,120.0,0,3,29775,Sub-Prime
84,120.0,0.0,120.0,0,3,29775,Sub-Prime
85,40.0,2306.0,-2266.0,1,2,29775,Sub-Prime
86,80.0,2306.0,-2226.0,1,3,29775,Sub-Prime
87,160.0,0.0,160.0,0,4,29775,Sub-Prime
88,0.0,0.0,0.0,0,0,29775,Sub-Prime
89,40.0,0.0,40.0,0,1,29775,Sub-Prime
90,120.0,0.0,120.0,0,3,29775,Sub-Prime
91,40.0,0.0,40.0,0,1,29775,Sub-Prime
92,80.0,0.0,80.0,0,2,29775,Sub-Prime
93,120.0,2306.0,-2186.0,1,4,29775,Sub-Prime
94,160.0,0.0,160.0,0,4,29775,Sub-Prime
95,80.0,0.0,80.0,0,2,29775,Sub-Prime
96,0.0,2306.0,-2306.0,1,1,29775,Sub-Prime
97,160.0,0.0,160.0,0,4,29775,Sub-Prime
98,0.0,0.0,0.0,0,0,29775,Sub-Prime
99,120.0,0.0,120.0,0,3,29775,Sub-Prime
0,80.0,0.0,80.0,0,2,30680,Prime
1,120.0,0.0,120.0,0,3,30680,Prime
2,120.0,0.0,120.0,0,3,30680,Prime
3,80.0,0.0,80.0,0,2,30680,Prime
4,120.0,0.0,120.0,0,3,30680,Prime
5,40.0,806.5,-766.5,1,2,30680,Prime
6,120.0,0.0,120.0,0,3,30680,Prime
7,120.0,806.5,-686.5,1,4,30680,Prime
8,80.0,0.0,80.0,0,2,30680,Prime
9,160.0,0.0,160.0,0,4,30680,Prime
10,120.0,806.5,-686.5,1,4,30680,Prime
11,40.0,0.0,40.0,0,1,30680,Prime
12,160.0,0.0,160.0,0,4,30680,Prime
13,120.0,0.0,120.0,0,3,30680,Prime
14,120.0,0.0,120.0,0,3,30680,Prime
15,80.0,0.0,80.0,0,2,30680,Prime
16,120.0,0.0,120.0,0,3,30680,Prime
17,80.0,0.0,80.0,0,2,30680,Prime
18,80.0,0.0,80.0,0,2,30680,Prime
19,40.0,0.0,40.0,0,1,30680,Prime
20,40.0,0.0,40.0,0,1,30680,Prime
21,80.0,0.0,80.0,0,2,30680,Prime
22,80.0,0.0,80.0,0,2,30680,Prime
23,120.0,0.0,120.0,0,3,30680,Prime
24,160.0,0.0,160.0,0,4,30680,Prime
25,80.0,0.0,80.0,0,2,30680,Prime
26,120.0,0.0,120.0,0,3,30680,Prime
27,80.0,0.0,80.0,0,2,30680,Prime
28,80.0,0.0,80.0,0,2,30680,Prime
29,120.0,0.0,120.0,0,3,30680,Prime
30,40.0,0.0,40.0,0,1,30680,Prime
31,40.0,0.0,40.0,0,1,30680,Prime
32,80.0,0.0,80.0,0,2,30680,Prime
33,80.0,0.0,80.0,0,2,30680,Prime
34,40.0,0.0,40.0,0,1,30680,Prime
35,80.0,0.0,80.0,0,2,30680,Prime
36,80.0,0.0,80.0,0,2,30680,Prime
37,40.0,0.0,40.0,0,1,30680,Prime
38,80.0,0.0,80.0,0,2,30680,Prime
39,120.0,0.0,120.0,0,3,30680,Prime
40,40.0,0.0,40.0,0,1,30680,Prime
41,80.0,0.0,80.0,0,2,30680,Prime
42,120.0,0.0,120.0,0,3,30680,Prime
43,80.0,0.0,80.0,0,2,30680,Prime
44,80.0,0.0,80.0,0,2,30680,Prime
45,120.0,806.5,-686.5,1,4,30680,Prime
46,120.0,0.0,120.0,0,3,30680,Prime
47,40.0,0.0,40.0,0,1,30680,Prime
48,120.0,0.0,120.0,0,3,30680,Prime
49,120.0,0.0,120.0,0,3,30680,Prime
50,80.0,0.0,80.0,0,2,30680,Prime
51,80.0,0.0,80.0,0,2,30680,Prime
52,160.0,0.0,160.0,0,4,30680,Prime
53,80.0,0.0,80.0,0,2,30680,Prime
54,80.0,0.0,80.0,0,2,30680,Prime
55,80.0,0.0,80.0,0,2,30680,Prime
56,40.0,0.0,40.0,0,1,30680,Prime
57,80.0,0.0,80.0,0,2,30680,Prime
58,40.0,0.0,40.0,0,1,30680,Prime
59,160.0,0.0,160.0,0,4,30680,Prime
60,40.0,0.0,40.0,0,1,30680,Prime
61,80.0,0.0,80.0,0,2,30680,Prime
62,120.0,0.0,120.0,0,3,30680,Prime
63,40.0,0.0,40.0,0,1,30680,Prime
64,120.0,0.0,120.0,0,3,30680,Prime
65,120.0,0.0,120.0,0,3,30680,Prime
66,120.0,0.0,120.0,0,3,30680,Prime
67,40.0,0.0,40.0,0,1,30680,Prime
68,80.0,0.0,80.0,0,2,30680,Prime
69,80.0,0.0,80.0,0,2,30680,Prime
70,120.0,0.0,120.0,0,3,30680,Prime
71,80.0,0.0,80.0,0,2,30680,Prime
72,80.0,0.0,80.0,0,2,30680,Prime
73,80.0,0.0,80.0,0,2,30680,Prime
74,80.0,0.0,80.0,0,2,30680,Prime
75,120.0,0.0,120.0,0,3,30680,Prime
76,80.0,0.0,80.0,0,2,30680,Prime
77,120.0,0.0,120.0,0,3,30680,Prime
78,120.0,0.0,120.0,0,3,30680,Prime
79,80.0,0.0,80.0,0,2,30680,Prime
80,80.0,0.0,80.0,0,2,30680,Prime
81,80.0,0.0,80.0,0,2,30680,Prime
82,120.0,0.0,120.0,0,3,30680,Prime
83,80.0,0.0,80.0,0,2,30680,Prime
84,80.0,0.0,80.0,0,2,30680,Prime
85,80.0,0.0,80.0,0,2,30680,Prime
86,120.0,0.0,120.0,0,3,30680,Prime
87,40.0,0.0,40.0,0,1,30680,Prime
88,0.0,806.5,-806.5,1,1,30680,Prime
89,40.0,0.0,40.0,0,1,30680,Prime
90,120.0,0.0,120.0,0,3,30680,Prime
91,40.0,0.0,40.0,0,1,30680,Prime
92,40.0,0.0,40.0,0,1,30680,Prime
93,160.0,0.0,160.0,0,4,30680,Prime
94,120.0,0.0,120.0,0,3,30680,Prime
95,80.0,0.0,80.0,0,2,30680,Prime
96,0.0,0.0,0.0,0,0,30680,Prime
97,120.0,0.0,120.0,0,3,30680,Prime
98,40.0,0.0,40.0,0,1,30680,Prime
99,80.0,0.0,80.0,0,2,30680,Prime
0,120.0,0.0,120.0,0,3,20232,Near-Prime
1,0.0,1402.5,-1402.5,1,1,20232,Near-Prime
2,40.0,0.0,40.0,0,1,20232,Near-Prime
3,40.0,0.0,40.0,0,1,20232,Near-Prime
4,120.0,0.0,120.0,0,3,20232,Near-Prime
5,120.0,0.0,120.0,0,3,20232,Near-Prime
6,120.0,0.0,120.0,0,3,20232,Near-Prime
7,40.0,1402.5,-1362.5,1,2,20232,Near-Prime
8,80.0,0.0,80.0,0,2,20232,Near-Prime
9,0.0,1402.5,-1402.5,1,1,20232,Near-Prime
10,80.0,0.0,80.0,0,2,20232,Near-Prime
11,40.0,0.0,40.0,0,1,20232,Near-Prime
12,80.0,1402.5,-1322.5,1,3,20232,Near-Prime
13,160.0,0.0,160.0,0,4,20232,Near-Prime
14,80.0,0.0,80.0,0,2,20232,Near-Prime
15,40.0,0.0,40.0,0,1,20232,Near-Prime
16,40.0,0.0,40.0,0,1,20232,Near-Prime
17,120.0,0.0,120.0,0,3,20232,Near-Prime
18,80.0,0.0,80.0,0,2,20232,Near-Prime
19,40.0,0.0,40.0,0,1,20232,Near-Prime
20,80.0,0.0,80.0,0,2,20232,Near-Prime
21,80.0,0.0,80.0,0,2,20232,Near-Prime
22,40.0,0.0,40.0,0,1,20232,Near-Prime
23,0.0,0.0,0.0,0,0,20232,Near-Prime
24,120.0,0.0,120.0,0,3,20232,Near-Prime
25,80.0,0.0,80.0,0,2,20232,Near-Prime
26,80.0,0.0,80.0,0,2,20232,Near-Prime
27,120.0,0.0,120.0,0,3,20232,Near-Prime
28,80.0,1402.5,-1322.5,1,3,20232,Near-Prime
29,80.0,0.0,80.0,0,2,20232,Near-Prime
30,40.0,1402.5,-1362.5,1,2,20232,Near-Prime
31,80.0,1402.5,-1322.5,1,3,20232,Near-Prime
32,80.0,0.0,80.0,0,2,20232,Near-Prime
33,80.0,0.0,80.0,0,2,20232,Near-Prime
34,120.0,0.0,120.0,0,3,20232,Near-Prime
35,120.0,1402.5,-1282.5,1,4,20232,Near-Prime
36,0.0,0.0,0.0,0,0,20232,Near-Prime
37,80.0,0.0,80.0,0,2,20232,Near-Prime
38,80.0,0.0,80.0,0,2,20232,Near-Prime
39,160.0,0.0,160.0,0,4,20232,Near-Prime
40,120.0,0.0,120.0,0,3,20232,Near-Prime
41,40.0,0.0,40.0,0,1,20232,Near-Prime
42,120.0,0.0,120.0,0,3,20232,Near-Prime
43,40.0,0.0,40.0,0,1,20232,Near-Prime
44,40.0,0.0,40.0,0,1,20232,Near-Prime
45,80.0,0.0,80.0,0,2,20232,Near-Prime
46,40.0,0.0,40.0,0,1,20232,Near-Prime
47,80.0,0.0,80.0,0,2,20232,Near-Prime
48,80.0,0.0,80.0,0,2,20232,Near-Prime
49,40.0,0.0,40.0,0,1,20232,Near-Prime
50,80.0,0.0,80.0,0,2,20232,Near-Prime
51,120.0,0.0,120.0,0,3,20232,Near-Prime
52,80.0,0.0,80.0,0,2,20232,Near-Prime
53,80.0,0.0,80.0,0,2,20232,Near-Prime
54,80.0,0.0,80.0,0,2,20232,Near-Prime
55,120.0,0.0,120.0,0,3,20232,Near-Prime
56,80.0,0.0,80.0,0,2,20232,Near-Prime
57,120.0,0.0,120.0,0,3,20232,Near-Prime
58,80.0,0.0,80.0,0,2,20232,Near-Prime
59,120.0,0.0,120.0,0,3,20232,Near-Prime
60,80.0,0.0,80.0,0,2,20232,Near-Prime
61,80.0,0.0,80.0,0,2,20232,Near-Prime
62,80.0,0.0,80.0,0,2,20232,Near-Prime
63,40.0,0.0,40.0,0,1,20232,Near-Prime
64,120.0,0.0,120.0,0,3,20232,Near-Prime
65,40.0,0.0,40.0,0,1,20232,Near-Prime
66,120.0,0.0,120.0,0,3,20232,Near-Prime
67,120.0,0.0,120.0,0,3,20232,Near-Prime
68,120.0,0.0,120.0,0,3,20232,Near-Prime
69,40.0,0.0,40.0,0,1,20232,Near-Prime
70,80.0,0.0,80.0,0,2,20232,Near-Prime
71,80.0,0.0,80.0,0,2,20232,Near-Prime
72,40.0,0.0,40.0,0,1,20232,Near-Prime
73,40.0,0.0,40.0,0,1,20232,Near-Prime
74,80.0,1402.5,-1322.5,1,3,20232,Near-Prime
75,40.0,0.0,40.0,0,1,20232,Near-Prime
76,40.0,0.0,40.0,0,1,20232,Near-Prime
77,120.0,0.0,120.0,0,3,20232,Near-Prime
78,80.0,0.0,80.0,0,2,20232,Near-Prime
79,120.0,0.0,120.0,0,3,20232,Near-Prime
80,80.0,0.0,80.0,0,2,20232,Near-Prime
81,40.0,0.0,40.0,0,1,20232,Near-Prime
82,80.0,0.0,80.0,0,2,20232,Near-Prime
83,80.0,0.0,80.0,0,2,20232,Near-Prime
84,160.0,0.0,160.0,0,4,20232,Near-Prime
85,80.0,0.0,80.0,0,2,20232,Near-Prime
86,120.0,0.0,120.0,0,3,20232,Near-Prime
87,80.0,0.0,80.0,0,2,20232,Near-Prime
88,40.0,0.0,40.0,0,1,20232,Near-Prime
89,160.0,0.0,160.0,0,4,20232,Near-Prime
90,160.0,0.0,160.0,0,4,20232,Near-Prime
91,80.0,0.0,80.0,0,2,20232,Near-Prime
92,80.0,0.0,80.0,0,2,20232,Near-Prime
93,120.0,0.0,120.0,0,3,20232,Near-Prime
94,120.0,1402.5,-1282.5,1,4,20232,Near-Prime
95,80.0,0.0,80.0,0,2,20232,Near-Prime
96,120.0,0.0,120.0,0,3,20232,Near-Prime
97,120.0,0.0,120.0,0,3,20232,Near-Prime
98,120.0,1402.5,-1282.5,1,4,20232,Near-Prime
99,80.0,0.0,80.0,0,2,20232,Near-Prime
0,40.0,2185.0,-2145.0,1,2,7760,Sub-Prime
1,160.0,0.0,160.0,0,4,7760,Sub-Prime
2,80.0,0.0,80.0,0,2,7760,Sub-Prime
3,120.0,0.0,120.0,0,3,7760,Sub-Prime
4,80.0,0.0,80.0,0,2,7760,Sub-Prime
5,80.0,2185.0,-2105.0,1,3,7760,Sub-Prime
6,120.0,2185.0,-2065.0,1,4,7760,Sub-Prime
7,0.0,2185.0,-2185.0,1,1,7760,Sub-Prime
8,80.0,0.0,80.0,0,2,7760,Sub-Prime
9,40.0,0.0,40.0,0,1,7760,Sub-Prime
10,80.0,0.0,80.0,0,2,7760,Sub-Prime
11,120.0,0.0,120.0,0,3,7760,Sub-Prime
12,40.0,0.0,40.0,0,1,7760,Sub-Prime
13,160.0,0.0,160.0,0,4,7760,Sub-Prime
14,0.0,0.0,0.0,0,0,7760,Sub-Prime
15,40.0,4370.0,-4330.0,2,3,7760,Sub-Prime
16,80.0,2185.0,-2105.0,1,3,7760,Sub-Prime
17,0.0,0.0,0.0,0,0,7760,Sub-Prime
18,80.0,0.0,80.0,0,2,7760,Sub-Prime
19,120.0,0.0,120.0,0,3,7760,Sub-Prime
20,160.0,0.0,160.0,0,4,7760,Sub-Prime
21,80.0,0.0,80.0,0,2,7760,Sub-Prime
22,40.0,0.0,40.0,0,1,7760,Sub-Prime
23,40.0,0.0,40.0,0,1,7760,Sub-Prime
24,80.0,0.0,80.0,0,2,7760,Sub-Prime
25,80.0,2185.0,-2105.0,1,3,7760,Sub-Prime
26,40.0,0.0,40.0,0,1,7760,Sub-Prime
27,40.0,4370.0,-4330.0,2,3,7760,Sub-Prime
28,80.0,2185.0,-2105.0,1,3,7760,Sub-Prime
29,80.0,0.0,80.0,0,2,7760,Sub-Prime
30,40.0,2185.0,-2145.0,1,2,7760,Sub-Prime
31,80.0,0.0,80.0,0,2,7760,Sub-Prime
32,120.0,0.0,120.0,0,3,7760,Sub-Prime
33,80.0,2185.0,-2105.0,1,3,7760,Sub-Prime
34,80.0,2185.0,-2105.0,1,3,7760,Sub-Prime
35,80.0,4370.0,-4290.0,2,4,7760,Sub-Prime
36,80.0,0.0,80.0,0,2,7760,Sub-Prime
37,40.0,0.0,40.0,0,1,7760,Sub-Prime
38,80.0,2185.0,-2105.0,1,3,7760,Sub-Prime
39,80.0,0.0,80.0,0,2,7760,Sub-Prime
40,80.0,0.0,80.0,0,2,7760,Sub-Prime
41,80.0,0.0,80.0,0,2,7760,Sub-Prime
42,120.0,0.0,120.0,0,3,7760,Sub-Prime
43,80.0,2185.0,-2105.0,1,3,7760,Sub-Prime
44,120.0,0.0,120.0,0,3,7760,Sub-Prime
45,120.0,0.0,120.0,0,3,7760,Sub-Prime
46,120.0,0.0,120.0,0,3,7760,Sub-Prime
47,120.0,0.0,120.0,0,3,7760,Sub-Prime
48,40.0,2185.0,-2145.0,1,2,7760,Sub-Prime
49,80.0,0.0,80.0,0,2,7760,Sub-Prime
50,40.0,4370.0,-4330.0,2,3,7760,Sub-Prime
51,80.0,2185.0,-2105.0,1,3,7760,Sub-Prime
52,120.0,0.0,120.0,0,3,7760,Sub-Prime
53,40.0,4370.0,-4330.0,2,3,7760,Sub-Prime
54,120.0,0.0,120.0,0,3,7760,Sub-Prime
55,120.0,0.0,120.0,0,3,7760,Sub-Prime
56,80.0,2185.0,-2105.0,1,3,7760,Sub-Prime
57,80.0,0.0,80.0,0,2,7760,Sub-Prime
58,40.0,4370.0,-4330.0,2,3,7760,Sub-Prime
59,80.0,0.0,80.0,0,2,7760,Sub-Prime
60,120.0,0.0,120.0,0,3,7760,Sub-Prime
61,80.0,0.0,80.0,0,2,7760,Sub-Prime
62,160.0,0.0,160.0,0,4,7760,Sub-Prime
63,120.0,0.0,120.0,0,3,7760,Sub-Prime
64,80.0,0.0,80.0,0,2,7760,Sub-Prime
65,40.0,2185.0,-2145.0,1,2,7760,Sub-Prime
66,80.0,2185.0,-2105.0,1,3,7760,Sub-Prime
67,80.0,2185.0,-2105.0,1,3,7760,Sub-Prime
68,160.0,0.0,160.0,0,4,7760,Sub-Prime
69,80.0,2185.0,-2105.0,1,3,7760,Sub-Prime
70,40.0,0.0,40.0,0,1,7760,Sub-Prime
71,80.0,0.0,80.0,0,2,7760,Sub-Prime
72,40.0,2185.0,-2145.0,1,2,7760,Sub-Prime
73,80.0,0.0,80.0,0,2,7760,Sub-Prime
74,80.0,0.0,80.0,0,2,7760,Sub-Prime
75,80.0,0.0,80.0,0,2,7760,Sub-Prime
76,80.0,0.0,80.0,0,2,7760,Sub-Prime
77,120.0,0.0,120.0,0,3,7760,Sub-Prime
78,160.0,0.0,160.0,0,4,7760,Sub-Prime
79,80.0,0.0,80.0,0,2,7760,Sub-Prime
80,120.0,0.0,120.0,0,3,7760,Sub-Prime
81,80.0,0.0,80.0,0,2,7760,Sub-Prime
82,80.0,0.0,80.0,0,2,7760,Sub-Prime
83,120.0,0.0,120.0,0,3,7760,Sub-Prime
84,80.0,0.0,80.0,0,2,7760,Sub-Prime
85,80.0,0.0,80.0,0,2,7760,Sub-Prime
86,80.0,2185.0,-2105.0,1,3,7760,Sub-Prime
87,80.0,0.0,80.0,0,2,7760,Sub-Prime
88,40.0,2185.0,-2145.0,1,2,7760,Sub-Prime
89,0.0,4370.0,-4370.0,2,2,7760,Sub-Prime
90,40.0,0.0,40.0,0,1,7760,Sub-Prime
91,160.0,0.0,160.0,0,4,7760,Sub-Prime
92,80.0,2185.0,-2105.0,1,3,7760,Sub-Prime
93,40.0,0.0,40.0,0,1,7760,Sub-Prime
94,80.0,2185.0,-2105.0,1,3,7760,Sub-Prime
95,40.0,0.0,40.0,0,1,7760,Sub-Prime
96,120.0,0.0,120.0,0,3,7760,Sub-Prime
97,80.0,2185.0,-2105.0,1,3,7760,Sub-Prime
98,0.0,2185.0,-2185.0,1,1,7760,Sub-Prime
99,120.0,0.0,120.0,0,3,7760,Sub-Prime
0,80.0,0.0,80.0,0,2,10690,Near-Prime
1,80.0,0.0,80.0,0,2,10690,Near-Prime
2,80.0,0.0,80.0,0,2,10690,Near-Prime
3,160.0,0.0,160.0,0,4,10690,Near-Prime
4,80.0,0.0,80.0,0,2,10690,Near-Prime
5,80.0,0.0,80.0,0,2,10690,Near-Prime
6,40.0,0.0,40.0,0,1,10690,Near-Prime
7,80.0,0.0,80.0,0,2,10690,Near-Prime
8,80.0,0.0,80.0,0,2,10690,Near-Prime
9,80.0,0.0,80.0,0,2,10690,Near-Prime
10,120.0,0.0,120.0,0,3,10690,Near-Prime
11,80.0,0.0,80.0,0,2,10690,Near-Prime
12,80.0,0.0,80.0,0,2,10690,Near-Prime
13,80.0,0.0,80.0,0,2,10690,Near-Prime
14,0.0,892.0,-892.0,1,1,10690,Near-Prime
15,80.0,0.0,80.0,0,2,10690,Near-Prime
16,80.0,0.0,80.0,0,2,10690,Near-Prime
17,40.0,0.0,40.0,0,1,10690,Near-Prime
18,80.0,0.0,80.0,0,2,10690,Near-Prime
19,40.0,0.0,40.0,0,1,10690,Near-Prime
20,120.0,0.0,120.0,0,3,10690,Near-Prime
21,80.0,0.0,80.0,0,2,10690,Near-Prime
22,80.0,892.0,-812.0,1,3,10690,Near-Prime
23,0.0,0.0,0.0,0,0,10690,Near-Prime
24,120.0,0.0,120.0,0,3,10690,Near-Prime
25,120.0,0.0,120.0,0,3,10690,Near-Prime
26,120.0,0.0,120.0,0,3,10690,Near-Prime
27,120.0,0.0,120.0,0,3,10690,Near-Prime
28,80.0,0.0,80.0,0,2,10690,Near-Prime
29,120.0,0.0,120.0,0,3,10690,Near-Prime
30,40.0,0.0,40.0,0,1,10690,Near-Prime
31,80.0,0.0,80.0,0,2,10690,Near-Prime
32,40.0,0.0,40.0,0,1,10690,Near-Prime
33,40.0,0.0,40.0,0,1,10690,Near-Prime
34,120.0,0.0,120.0,0,3,10690,Near-Prime
35,80.0,0.0,80.0,0,2,10690,Near-Prime
36,40.0,0.0,40.0,0,1,10690,Near-Prime
37,40.0,0.0,40.0,0,1,10690,Near-Prime
38,120.0,0.0,120.0,0,3,10690,Near-Prime
39,120.0,0.0,120.0,0,3,10690,Near-Prime
40,80.0,0.0,80.0,0,2,10690,Near-Prime
41,80.0,0.0,80.0,0,2,10690,Near-Prime
42,80.0,0.0,80.0,0,2,10690,Near-Prime
43,40.0,0.0,40.0,0,1,10690,Near-Prime
44,120.0,0.0,120.0,0,3,10690,Near-Prime
45,80.0,0.0,80.0,0,2,10690,Near-Prime
46,80.0,0.0,80.0,0,2,10690,Near-Prime
47,120.0,0.0,120.0,0,3,10690,Near-Prime
48,80.0,0.0,80.0,0,2,10690,Near-Prime
49,120.0,0.0,120.0,0,3,10690,Near-Prime
50,120.0,0.0,120.0,0,3,10690,Near-Prime
51,0.0,0.0,0.0,0,0,10690,Near-Prime
52,40.0,892.0,-852.0,1,2,10690,Near-Prime
53,80.0,0.0,80.0,0,2,10690,Near-Prime
54,120.0,0.0,120.0,0,3,10690,Near-Prime
55,80.0,0.0,80.0,0,2,10690,Near-Prime
56,80.0,0.0,80.0,0,2,10690,Near-Prime
57,120.0,0.0,120.0,0,3,10690,Near-Prime
58,80.0,0.0,80.0,0,2,10690,Near-Prime
59,160.0,0.0,160.0,0,4,10690,Near-Prime
60,40.0,0.0,40.0,0,1,10690,Near-Prime
61,40.0,0.0,40.0,0,1,10690,Near-Prime
62,120.0,0.0,120.0,0,3,10690,Near-Prime
63,80.0,0.0,80.0,0,2,10690,Near-Prime
64,80.0,0.0,80.0,0,2,10690,Near-Prime
65,120.0,0.0,120.0,0,3,10690,Near-Prime
66,80.0,0.0,80.0,0,2,10690,Near-Prime
67,40.0,0.0,40.0,0,1,10690,Near-Prime
68,80.0,0.0,80.0,0,2,10690,Near-Prime
69,120.0,0.0,120.0,0,3,10690,Near-Prime
70,0.0,0.0,0.0,0,0,10690,Near-Prime
71,120.0,0.0,120.0,0,3,10690,Near-Prime
72,40.0,0.0,40.0,0,1,10690,Near-Prime
73,120.0,0.0,120.0,0,3,10690,Near-Prime
74,120.0,0.0,120.0,0,3,10690,Near-Prime
75,120.0,0.0,120.0,0,3,10690,Near-Prime
76,160.0,0.0,160.0,0,4,10690,Near-Prime
77,40.0,0.0,40.0,0,1,10690,Near-Prime
78,80.0,0.0,80.0,0,2,10690,Near-Prime
79,0.0,0.0,0.0,0,0,10690,Near-Prime
80,160.0,0.0,160.0,0,4,10690,Near-Prime
81,80.0,0.0,80.0,0,2,10690,Near-Prime
82,80.0,0.0,80.0,0,2,10690,Near-Prime
83,80.0,0.0,80.0,0,2,10690,Near-Prime
